sentence,aspect,theme,description
"However there are a few key weaknesses in my view, not least that the practical utility of these metrics is not obvious, since they require supervision in the target domain.",asp_motivation-impact,MET,Limited insights based on design choices
- The envisioned scenario (and hence utility) of these metrics is a bit unclear to me here.,asp_motivation-impact,MET,Limited insights based on design choices
There are also concerns about the motivations behind parts of the technique.,asp_motivation-impact,MET,Limited insights based on design choices
- (W6) Motivation for CFS: I still don't fully understand the need to understand the density of the representation (especially in the manner proposed in the paper). Why is this an important problem? Perhaps expanding on this would be helpful,asp_motivation-impact,MET,Limited insights based on design choices
Although the paper proposes an interesting framework I would argue that it is a “green apple” in the sense that authors need to motivate the approach better and expand the contribution beyond solving a particular instance.,asp_motivation-impact,MET,Limited insights based on design choices
"- limited amount of new insight, which is limiting as new and better understanding of GANs and practical guidelines are arguably the main contribution of a work of this type",asp_motivation-impact,MET,Limited insights based on design choices
* I found it difficult to follow the theoretical motivation for performing the work.,asp_motivation-impact,MET,Limited insights based on design choices
"In terms of method, the guidance for learning Siamese networks are designed heuristically (e.g. edges, colors, etc.) which limits its applicability over various datasets; I think that designing more principled approach to build such guidances from data should be one of the key contributions of the paper.",asp_motivation-impact,MET_DAT,"In terms of method, the guidance for learning Siamese networks are designed heuristically (e.g. edges, colors, etc.) which limits its applicability over various datasets; I think that designing more principled approach to build such guidances from data should be one of the key contributions of the paper."
1: The authors show no benefit of this scheme except perhaps faster convergence.,asp_motivation-impact,MET_RES,"While this is a new and interesting task, the contribution (as discussed above in “pros” above) is somewhat limited."
The method provides impressive compression ratios (in the order of x20-30) but at the cost of a lower performance.,asp_motivation-impact,MET_RES,"While this is a new and interesting task, the contribution (as discussed above in “pros” above) is somewhat limited."
Significance: It is hard to assess given the current submission.,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
"In sum, the paper has a very good application but not good enough as a research paper.",asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
"Due to several shortcomings of the paper, most important of which is on presentation of the paper, this manuscript requires a significant revision by the authors to reach the necessary standards for publication, moreover it would be helpful to clarify the modeling choices and consequences of these choices more clearly.",asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
"While sensible, this seems to me to be too minor a contribution to stand alone as a paper.",asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
This could have made the paper much stronger.,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
As such the paper is not convincing.,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
"Overall, I am not sure what we could gain from this research direction.",asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
1) The motivation is unclear and overall structure of the paper is confusing.,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
- Contribution overall may be a bit limited,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
Significance: Below average,asp_motivation-impact,OAL,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper."
