sentence,index,review_action,fine_review_action,aspect,target
"2. When showing the optimality of F-pooling in Section 2.3, the criterion is to reconstruct the original signal x.",,arg_request,arg-request_explanation,asp_substance,0
Experiments could be conducted on more benchmark datasets with more CNN architectures to convincingly show the effectiveness of the proposed F-pooling.,,arg_request,arg-request_experiment,asp_substance,2
"Although I do understand the problem of evaluation in unsupervised DA, this should have at least been done in the semi-supervised case, and some analysis/discussion should be included for the unsupervised one.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
What if the proposed method performs that much better than baselines but they hyperparameters are not set correctly?,,arg_request,arg-request_explanation,asp_substance,0
"On the negative side, I think the relevance and novelty of the results should be explained better.",,arg_request,arg-request_edit,asp_clarity,1
Maybe the authors can elaborate more on the significance/relevance of this contribution.,,arg_request,arg-request_explanation,asp_soundness-correctness,0
- Eq(2),,arg_request,arg-request_typo,asp_soundness-correctness,3
- Theorem 2 should be Theorem 1,,arg_request,arg-request_edit,asp_soundness-correctness,1
"- ""there are constraints per which state can transition""",,arg_request,arg-request_typo,asp_clarity,3
"- ""P1 is agent"" -> ""P1 is the agent""",,arg_request,arg-request_typo,asp_clarity,3
"- ""Pinker"" -> ""Pinsker""",,arg_request,arg-request_typo,asp_clarity,3
- C_R in Eq(5) is not introduced.,,arg_request,arg-request_edit,asp_clarity,1
"A more interesting question to study is how this gap affect the iterative algorithm, and whether/how the error in the imperfect target policy accumulates/diminishes so that iteratively minimizing KL-divergence with imperfect \pi* (by MCTS) could still lead to optimal policy (Nash equilibrium).",,arg_request,arg-request_experiment,asp_soundness-correctness,2
Did you try applying the classification loss to both the encoded representation and the canonicalized representation at the same time?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"For Figure 2, Did you try applying canonicalizations in different orders? Do they give the same results?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
I'm not sure I understand the PCA figures. Can you please explain how the first principal component was used to generate them?,,arg_request,arg-request_explanation,asp_replicability,0
"* ""data  tripets"" on page 2",,arg_request,arg-request_typo,asp_clarity,3
* Figure 5 should appear after Figure 4.,,arg_request,arg-request_edit,asp_clarity,1
"1) as an experimental study, it would be valuable to compare the performance of curiosity-based learning versus learning based on well-defined extrinsic rewards.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"But for problems with well-defined extrinsic rewards, such a comparison could help readers understand the relative performance of curiosity-based learning and/or how much headroom there exists to improve the current methods.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"The authors did provide literature in classification that had similar findings, but it would be beneficial for the authors to explore reasons that random features perform well in reinforcement learning.",,arg_request,arg-request_edit,asp_soundness-correctness,1
It would be nice to see a better case made for spherical convolutions within the experimental section.,,arg_request,arg-request_experiment,asp_substance,2
"While most related work was covered well, I believe the authors could have a more up-to-date list of recent work that reconstructs triangle-mesh representations from images [A-C] (especially since several of these methods has an architecture that involves encoding and subsequent compositional refinement).",,arg_request,arg-request_edit,asp_meaningful-comparison,1
I found that the core technical description was quite brief and would have benefited from simply more detail and space.,,arg_request,arg-request_edit,asp_substance,1
"You have argued that your method is sensible to try (cog. sci motivations), and shown that one instance works, but what can we expect in a more mathematical or general sense? Can any sizes of encoder and mapping network fit together? How does the number of mapping layers effect performance? Won't we eventually expect vanishing/exploding gradients with particular activation and can one address this in some way?",,arg_request,arg-request_explanation,asp_clarity,0
"Weak reject because the idea is quite interesting, but I believe a more thorough explanation and expanded experimental comparison would be of great help to ensure the community can appreciate this work.",,arg_request,arg-request_experiment,asp_substance,2
"[A] Pixel2Mesh: Generating 3D Mesh Models from Single RGB Images. Wang, Zhang, Li, Fu, Liu and Jiang. ECCV 2018.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
"[B] MeshCNN: A Network with an Edge. Hanocka, Hertz, Fish, Giryes, Fleishman and Cohen-Or. SIGGRAPH 2019.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
"[C] GEOMetrics: Exploiting Structure for Graph-Encoded Objects. Smith, Fujimoto, Romero and Meger. ICML 2019.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
It will be also interesting to see how does the proposed method perform on large-scale datasets such as DomainNet and Office-Home dataset:,,arg_request,arg-request_experiment,asp_substance,2
