text,index,review_action,target
The input and output types of each block in Figure 1. should be clearly stated.,,arg_request,1
"For example, in Section 3.2, it can be made clear that the domain of the quantization function is the real and the codomain is a sequence k bits.",,arg_request,1
"Since the paper relies so heavily on Lee et al., the authors should make an effort to summarize the approach in a mathematically precise way.",,arg_request,1
"The figures are almost useless, because the captions contain very little information.",,arg_evaluative,0
"For example, the authors should at least say that the ""D"" in Figure 2. stands for delay, and the underline in Figure 4. indicates the bits that are not pruned.",,arg_evaluative,0
Many more can be said in all the figures.,,arg_evaluative,0
The second weakness is experimental design.,,arg_evaluative,0
There are two conflicting qualities that need to be optimized--performance and compression rate.,,arg_fact,0
"When optimizing the compression rate, it is important not to look at the test set error.",,arg_evaluative,0
"If the compression rate is optimized on the test set, then the compressed model is nothing but a model overfit to the test set.",,arg_evaluative,0
"The test set is typically small compared to the training set, so it is no surprise that the compression rate can be as high as 90%.",,arg_fact,0
Optimizing compression rates should be done on the training set with a separate development set.,,arg_evaluative,0
The test set should not used before the best compression scheme is selected.,,arg_evaluative,0
Both the results on the development set and on the test set should be reported for the validity of the experiments.,,arg_request,1
"I do not see these experimental settings mentioned anywhere in the paper, and this is very concerning.",,arg_evaluative,0
"Lee et al. seem to make similar mistakes, and it is likely that their experimental design is also flawed.",,arg_evaluative,0
I read the other reviewers' comments as well as the rebuttal.,,arg_social,0
"I think that the other reviewers make a number of valid points, especially with regards to the theoretical analysis of the paper.",,arg_social,0
"Therefore, I do not feel confident in championing this paper.",,arg_social,0
PS: I am downgrading my confidence in my evaluation.,,arg_social,0
---,,arg_structuring,0
Paper 93 proposes an empirical evaluation of the memorization properties of convnets.,,arg_structuring,0
"More specifically, it evaluates three aspects:",,arg_structuring,0
-,,arg_structuring,0
First it evaluates whether convnets can learn to distinguish images from two different sets by training a binary classifier.,,arg_structuring,0
"The conclusion is that, indeed, deep convnets can learn to make such a decision. As could be guessed from intuition, the larger the capacity of the network and the smaller the size of the sets, the higher the accuracy.",,arg_structuring,0
-,,arg_structuring,0
"Second, it evaluates whether we can detect that a group of samples of a dataset was used to train a model.",,arg_structuring,0
"For this purpose, it is proposed to compute the distribution of maximal activation scores of the output softmax layer and to make use of the Kolmogorov-Smirov distance between the cumulative distributions.",,arg_structuring,0
It is shown experimentally that one can detect (even partial) leakage with such a technique.,,arg_structuring,0
-,,arg_structuring,0
"Third, it evaluates whether we can detect that a single images was used to train a convnet.",,arg_structuring,0
Two simple techniques are proposed.,,arg_structuring,0
The first one considers that a sample is part of the training set if it correctly classified.,,arg_structuring,0
The second one considers that a sample is part of the training set if its loss is below a threshold.,,arg_structuring,0
It is shown experimentally that one can make such a decision with moderate accuracy.,,arg_structuring,0
On the positive side:,,arg_structuring,0
-	This is a topic that should be of broad interest to the ICLR community.,,arg_evaluative,0
-	The paper is generally well-written.,,arg_evaluative,0
-	The experiments are reported on large-scale datasets on high-capacity networks which is more realistic than small-scale settings.,,arg_evaluative,0
On the negative side:,,arg_structuring,0
-,,arg_structuring,0
It is unclear whether the data augmentation techniques is applied only at training time or also at test time.,,arg_evaluative,0
"In other words: at test time, do you present the original images only or transformed images too?",,arg_request,1
"-	In section 4, it is unclear why only the maximal activation of the softmax layer is used to characterize a sample? Why not considering the full distribution that should contain richer information? Why just focusing on the output layer and why not using the info available at intermediate layers?",,arg_request,1
